row,Games home manager,Wins home manager,Losses home manager,Games visiting manager,Wins visiting manager,Losses visiting manager
612,162.0,75.0,87.0,,,
613,,,,162.0,95.0,67.0
614,163.0,81.0,81.0,162.0,60.0,102.0
615,162.0,90.0,72.0,,,
616,163.0,85.0,77.0,129.0,53.0,76.0
617,161.0,71.0,90.0,162.0,91.0,71.0
618,162.0,77.0,85.0,161.0,84.0,77.0
619,,,,100.0,50.0,50.0
620,161.0,57.0,104.0,,,
621,162.0,89.0,72.0,162.0,77.0,84.0
622,,,,162.0,101.0,61.0
623,162.0,98.0,64.0,,,
624,162.0,75.0,87.0,162.0,95.0,67.0
625,105.0,53.0,52.0,162.0,83.0,79.0
626,163.0,81.0,81.0,162.0,60.0,102.0
627,162.0,90.0,72.0,,,
628,163.0,85.0,77.0,129.0,53.0,76.0
629,161.0,71.0,90.0,162.0,91.0,71.0
630,162.0,77.0,85.0,161.0,84.0,77.0
631,,,,100.0,50.0,50.0
632,161.0,57.0,104.0,,,
633,162.0,89.0,72.0,162.0,77.0,84.0
634,,,,162.0,101.0,61.0
635,161.0,84.0,77.0,18.0,6.0,12.0
636,162.0,98.0,64.0,,,
637,162.0,75.0,87.0,162.0,95.0,67.0
638,105.0,53.0,52.0,162.0,83.0,79.0
639,163.0,81.0,81.0,162.0,60.0,102.0
640,162.0,90.0,72.0,,,
641,163.0,85.0,77.0,129.0,53.0,76.0
642,161.0,71.0,90.0,162.0,91.0,71.0
643,162.0,77.0,85.0,161.0,84.0,77.0
644,,,,100.0,50.0,50.0
645,161.0,57.0,104.0,,,
646,162.0,89.0,72.0,162.0,77.0,84.0
647,,,,162.0,101.0,61.0
648,161.0,84.0,77.0,18.0,6.0,12.0
649,162.0,98.0,64.0,,,
650,162.0,75.0,87.0,162.0,95.0,67.0
651,105.0,53.0,52.0,162.0,83.0,79.0
652,163.0,85.0,77.0,162.0,77.0,85.0
653,162.0,91.0,71.0,100.0,50.0,50.0
654,161.0,71.0,90.0,163.0,81.0,81.0
655,162.0,95.0,67.0,,,
656,161.0,84.0,77.0,162.0,75.0,87.0
657,,,,162.0,98.0,64.0
658,,,,161.0,57.0,104.0
659,162.0,101.0,61.0,162.0,77.0,84.0
660,163.0,85.0,77.0,162.0,77.0,85.0
661,162.0,60.0,102.0,162.0,90.0,72.0
662,161.0,84.0,77.0,,,
663,162.0,91.0,71.0,100.0,50.0,50.0
664,,,,105.0,53.0,52.0
665,129.0,53.0,76.0,162.0,83.0,79.0
666,162.0,95.0,67.0,,,
667,161.0,84.0,77.0,162.0,75.0,87.0
668,,,,162.0,98.0,64.0
669,,,,162.0,98.0,64.0
670,,,,161.0,57.0,104.0
671,18.0,6.0,12.0,162.0,89.0,72.0
672,162.0,101.0,61.0,162.0,77.0,84.0
673,163.0,85.0,77.0,162.0,77.0,85.0
674,162.0,60.0,102.0,162.0,90.0,72.0
675,161.0,84.0,77.0,,,
676,162.0,91.0,71.0,100.0,50.0,50.0
677,161.0,71.0,90.0,163.0,81.0,81.0
678,,,,105.0,53.0,52.0
679,129.0,53.0,76.0,162.0,83.0,79.0
680,129.0,53.0,76.0,162.0,83.0,79.0
681,162.0,95.0,67.0,,,
682,161.0,84.0,77.0,162.0,75.0,87.0
683,,,,162.0,98.0,64.0
684,,,,161.0,57.0,104.0
685,18.0,6.0,12.0,162.0,89.0,72.0
686,162.0,101.0,61.0,162.0,77.0,84.0
687,163.0,85.0,77.0,162.0,77.0,85.0
688,162.0,60.0,102.0,162.0,90.0,72.0
689,161.0,84.0,77.0,,,
690,162.0,91.0,71.0,100.0,50.0,50.0
691,161.0,71.0,90.0,163.0,81.0,81.0
692,,,,105.0,53.0,52.0
693,129.0,53.0,76.0,162.0,83.0,79.0
694,162.0,95.0,67.0,,,
695,161.0,84.0,77.0,162.0,75.0,87.0
696,,,,162.0,98.0,64.0
697,,,,161.0,57.0,104.0
698,18.0,6.0,12.0,162.0,89.0,72.0
699,18.0,6.0,12.0,162.0,89.0,72.0
700,162.0,101.0,61.0,162.0,77.0,84.0
701,163.0,85.0,77.0,162.0,90.0,72.0
702,162.0,60.0,102.0,162.0,77.0,85.0
703,161.0,84.0,77.0,,,
704,162.0,91.0,71.0,162.0,83.0,79.0
705,161.0,71.0,90.0,105.0,53.0,52.0
706,100.0,50.0,50.0,129.0,53.0,76.0
707,,,,163.0,81.0,81.0
708,162.0,95.0,67.0,162.0,89.0,72.0
709,162.0,98.0,64.0,162.0,75.0,87.0
710,,,,162.0,77.0,84.0
711,,,,,,
712,162.0,101.0,61.0,161.0,84.0,77.0
713,163.0,85.0,77.0,162.0,90.0,72.0
714,162.0,60.0,102.0,162.0,77.0,85.0
715,161.0,84.0,77.0,,,
716,161.0,71.0,90.0,105.0,53.0,52.0
717,100.0,50.0,50.0,129.0,53.0,76.0
718,,,,163.0,81.0,81.0
719,162.0,95.0,67.0,162.0,89.0,72.0
720,162.0,98.0,64.0,162.0,75.0,87.0
721,,,,162.0,77.0,84.0
722,,,,,,
723,18.0,6.0,12.0,161.0,57.0,104.0
724,162.0,101.0,61.0,161.0,84.0,77.0
725,163.0,85.0,77.0,162.0,90.0,72.0
726,162.0,60.0,102.0,162.0,77.0,85.0
727,161.0,84.0,77.0,,,
728,162.0,91.0,71.0,162.0,83.0,79.0
729,161.0,71.0,90.0,105.0,53.0,52.0
730,100.0,50.0,50.0,129.0,53.0,76.0
731,,,,163.0,81.0,81.0
732,162.0,95.0,67.0,162.0,89.0,72.0
733,162.0,98.0,64.0,162.0,75.0,87.0
734,,,,162.0,77.0,84.0
735,,,,,,
736,18.0,6.0,12.0,161.0,57.0,104.0
737,162.0,101.0,61.0,161.0,84.0,77.0
738,105.0,53.0,52.0,,,
739,162.0,90.0,72.0,162.0,91.0,71.0
740,162.0,83.0,79.0,163.0,85.0,77.0
741,,,,161.0,84.0,77.0
742,,,,18.0,6.0,12.0
743,105.0,53.0,52.0,,,
744,163.0,81.0,81.0,161.0,71.0,90.0
745,162.0,90.0,72.0,162.0,91.0,71.0
746,162.0,60.0,102.0,100.0,50.0,50.0
747,162.0,77.0,85.0,129.0,53.0,76.0
748,162.0,83.0,79.0,163.0,85.0,77.0
749,,,,161.0,84.0,77.0
750,161.0,57.0,104.0,162.0,89.0,72.0
751,,,,162.0,101.0,61.0
752,,,,162.0,101.0,61.0
753,,,,18.0,6.0,12.0
754,162.0,98.0,64.0,,,
755,162.0,75.0,87.0,161.0,84.0,77.0
756,,,,162.0,95.0,67.0
757,105.0,53.0,52.0,,,
758,163.0,81.0,81.0,161.0,71.0,90.0
759,162.0,90.0,72.0,162.0,91.0,71.0
760,162.0,60.0,102.0,100.0,50.0,50.0
761,162.0,77.0,85.0,129.0,53.0,76.0
762,162.0,83.0,79.0,163.0,85.0,77.0
763,,,,161.0,84.0,77.0
764,161.0,57.0,104.0,162.0,89.0,72.0
765,,,,162.0,101.0,61.0
766,,,,18.0,6.0,12.0
767,162.0,98.0,64.0,,,
768,162.0,75.0,87.0,161.0,84.0,77.0
769,,,,162.0,95.0,67.0
770,105.0,53.0,52.0,,,
771,163.0,81.0,81.0,161.0,71.0,90.0
772,162.0,90.0,72.0,162.0,91.0,71.0
773,162.0,60.0,102.0,100.0,50.0,50.0
774,162.0,77.0,85.0,129.0,53.0,76.0
775,162.0,83.0,79.0,163.0,85.0,77.0
776,,,,161.0,84.0,77.0
777,161.0,57.0,104.0,162.0,89.0,72.0
778,,,,162.0,101.0,61.0
779,,,,18.0,6.0,12.0
780,162.0,98.0,64.0,,,
781,162.0,98.0,64.0,,,
782,162.0,75.0,87.0,161.0,84.0,77.0
783,,,,162.0,95.0,67.0
784,105.0,53.0,52.0,161.0,84.0,77.0
785,162.0,90.0,72.0,129.0,53.0,76.0
786,161.0,71.0,90.0,,,
787,,,,163.0,81.0,81.0
788,162.0,77.0,85.0,162.0,91.0,71.0
789,161.0,57.0,104.0,162.0,89.0,72.0
790,,,,162.0,75.0,87.0
791,161.0,84.0,77.0,162.0,98.0,64.0
792,,,,18.0,6.0,12.0
793,105.0,53.0,52.0,161.0,84.0,77.0
794,162.0,90.0,72.0,129.0,53.0,76.0
795,162.0,60.0,102.0,162.0,83.0,79.0
796,161.0,71.0,90.0,,,
797,100.0,50.0,50.0,163.0,85.0,77.0
798,,,,163.0,81.0,81.0
799,162.0,77.0,85.0,162.0,91.0,71.0
800,161.0,57.0,104.0,162.0,95.0,67.0
801,,,,162.0,75.0,87.0
802,162.0,89.0,72.0,,,
803,161.0,84.0,77.0,162.0,98.0,64.0
804,,,,162.0,101.0,61.0
805,,,,18.0,6.0,12.0
806,105.0,53.0,52.0,161.0,84.0,77.0
807,162.0,90.0,72.0,129.0,53.0,76.0
808,162.0,60.0,102.0,162.0,83.0,79.0
809,161.0,71.0,90.0,,,
810,100.0,50.0,50.0,163.0,85.0,77.0
811,,,,163.0,81.0,81.0
812,162.0,77.0,85.0,162.0,91.0,71.0
813,161.0,57.0,104.0,162.0,95.0,67.0
814,,,,162.0,75.0,87.0
815,162.0,89.0,72.0,,,
816,161.0,84.0,77.0,162.0,98.0,64.0
817,,,,162.0,101.0,61.0
818,,,,18.0,6.0,12.0
819,105.0,53.0,52.0,161.0,84.0,77.0
820,162.0,60.0,102.0,162.0,83.0,79.0
821,100.0,50.0,50.0,163.0,85.0,77.0
822,129.0,53.0,76.0,162.0,77.0,85.0
823,,,,,,
824,161.0,57.0,104.0,162.0,95.0,67.0
825,162.0,89.0,72.0,,,
826,161.0,84.0,77.0,,,
827,162.0,75.0,87.0,162.0,101.0,61.0
828,,,,18.0,6.0,12.0
829,163.0,81.0,81.0,105.0,53.0,52.0
830,32.0,9.0,23.0,162.0,83.0,79.0
831,162.0,91.0,71.0,162.0,90.0,72.0
832,161.0,71.0,90.0,161.0,84.0,77.0
833,100.0,50.0,50.0,162.0,60.0,102.0
834,129.0,53.0,76.0,162.0,77.0,85.0
835,,,,,,
836,162.0,89.0,72.0,161.0,57.0,104.0
837,162.0,89.0,72.0,161.0,57.0,104.0
838,162.0,95.0,67.0,,,
839,161.0,84.0,77.0,,,
840,162.0,98.0,64.0,,,
841,162.0,75.0,87.0,162.0,101.0,61.0
842,18.0,6.0,12.0,,,
843,163.0,81.0,81.0,105.0,53.0,52.0
844,32.0,9.0,23.0,162.0,83.0,79.0
845,162.0,91.0,71.0,162.0,90.0,72.0
846,161.0,71.0,90.0,161.0,84.0,77.0
847,100.0,50.0,50.0,162.0,60.0,102.0
848,129.0,53.0,76.0,162.0,77.0,85.0
849,,,,,,
850,162.0,89.0,72.0,161.0,57.0,104.0
851,162.0,95.0,67.0,,,
852,161.0,84.0,77.0,,,
853,162.0,98.0,64.0,,,
854,162.0,75.0,87.0,162.0,101.0,61.0
855,18.0,6.0,12.0,,,
856,163.0,81.0,81.0,105.0,53.0,52.0
857,,,,162.0,83.0,79.0
858,162.0,91.0,71.0,162.0,90.0,72.0
859,161.0,71.0,90.0,161.0,84.0,77.0
860,100.0,50.0,50.0,162.0,60.0,102.0
861,129.0,53.0,76.0,162.0,77.0,85.0
862,,,,,,
863,162.0,89.0,72.0,161.0,57.0,104.0
864,162.0,95.0,67.0,,,
865,161.0,84.0,77.0,,,
866,162.0,98.0,64.0,,,
867,162.0,75.0,87.0,162.0,101.0,61.0
868,18.0,6.0,12.0,,,
869,18.0,6.0,12.0,,,
870,163.0,81.0,81.0,,,
871,,,,100.0,50.0,50.0
872,162.0,91.0,71.0,162.0,77.0,85.0
873,162.0,83.0,79.0,162.0,60.0,102.0
874,129.0,53.0,76.0,162.0,90.0,72.0
875,,,,161.0,71.0,90.0
876,,,,162.0,89.0,72.0
877,162.0,95.0,67.0,161.0,57.0,104.0
878,162.0,98.0,64.0,161.0,84.0,77.0
879,162.0,75.0,87.0,,,
880,18.0,6.0,12.0,,,
881,162.0,101.0,61.0,,,
882,163.0,81.0,81.0,,,
883,,,,100.0,50.0,50.0
884,161.0,84.0,77.0,105.0,53.0,52.0
885,162.0,91.0,71.0,162.0,77.0,85.0
886,162.0,83.0,79.0,162.0,60.0,102.0
887,129.0,53.0,76.0,162.0,90.0,72.0
888,,,,161.0,71.0,90.0
889,,,,162.0,89.0,72.0
890,162.0,95.0,67.0,161.0,57.0,104.0
891,162.0,98.0,64.0,161.0,84.0,77.0
892,162.0,75.0,87.0,,,
893,18.0,6.0,12.0,,,
894,162.0,101.0,61.0,,,
895,163.0,81.0,81.0,,,
896,,,,100.0,50.0,50.0
897,161.0,84.0,77.0,105.0,53.0,52.0
898,162.0,91.0,71.0,162.0,77.0,85.0
899,162.0,83.0,79.0,162.0,60.0,102.0
900,129.0,53.0,76.0,162.0,90.0,72.0
901,,,,161.0,71.0,90.0
902,,,,162.0,89.0,72.0
903,162.0,95.0,67.0,161.0,57.0,104.0
904,162.0,98.0,64.0,161.0,84.0,77.0
905,162.0,75.0,87.0,,,
906,18.0,6.0,12.0,,,
907,162.0,101.0,61.0,,,
908,161.0,84.0,77.0,105.0,53.0,52.0
909,162.0,91.0,71.0,,,
910,162.0,83.0,79.0,129.0,53.0,76.0
911,105.0,53.0,52.0,163.0,81.0,81.0
912,162.0,90.0,72.0,162.0,60.0,102.0
913,161.0,84.0,77.0,161.0,71.0,90.0
914,100.0,50.0,50.0,162.0,91.0,71.0
915,,,,,,
916,,,,,,
917,162.0,83.0,79.0,129.0,53.0,76.0
918,161.0,57.0,104.0,,,
919,162.0,89.0,72.0,18.0,6.0,12.0
920,,,,162.0,95.0,67.0
921,,,,161.0,84.0,77.0
922,162.0,101.0,61.0,162.0,75.0,87.0
923,105.0,53.0,52.0,163.0,81.0,81.0
924,162.0,90.0,72.0,162.0,60.0,102.0
925,161.0,84.0,77.0,161.0,71.0,90.0
926,100.0,50.0,50.0,162.0,91.0,71.0
927,,,,,,
928,,,,,,
929,162.0,83.0,79.0,129.0,53.0,76.0
930,161.0,57.0,104.0,,,
931,,,,162.0,98.0,64.0
932,162.0,89.0,72.0,18.0,6.0,12.0
933,,,,162.0,95.0,67.0
934,,,,161.0,84.0,77.0
935,162.0,101.0,61.0,162.0,75.0,87.0
936,105.0,53.0,52.0,163.0,81.0,81.0
937,162.0,90.0,72.0,162.0,60.0,102.0
938,161.0,84.0,77.0,161.0,71.0,90.0
939,161.0,84.0,77.0,161.0,71.0,90.0
940,100.0,50.0,50.0,162.0,91.0,71.0
941,,,,,,
942,,,,,,
943,162.0,83.0,79.0,129.0,53.0,76.0
944,161.0,57.0,104.0,,,
945,,,,162.0,98.0,64.0
946,162.0,89.0,72.0,18.0,6.0,12.0
947,,,,162.0,95.0,67.0
948,,,,161.0,84.0,77.0
949,162.0,101.0,61.0,162.0,75.0,87.0
950,105.0,53.0,52.0,161.0,71.0,90.0
951,163.0,81.0,81.0,,,
952,162.0,90.0,72.0,,,
953,,,,161.0,84.0,77.0
954,,,,162.0,60.0,102.0
955,162.0,83.0,79.0,162.0,91.0,71.0
956,129.0,53.0,76.0,100.0,50.0,50.0
957,161.0,57.0,104.0,18.0,6.0,12.0
958,,,,161.0,84.0,77.0
959,162.0,89.0,72.0,162.0,95.0,67.0
960,,,,,,
961,,,,162.0,75.0,87.0
962,162.0,101.0,61.0,162.0,98.0,64.0
963,105.0,53.0,52.0,161.0,71.0,90.0
964,163.0,81.0,81.0,,,
965,162.0,90.0,72.0,,,
966,,,,161.0,84.0,77.0
967,,,,162.0,60.0,102.0
968,162.0,83.0,79.0,162.0,91.0,71.0
969,129.0,53.0,76.0,100.0,50.0,50.0
970,161.0,57.0,104.0,18.0,6.0,12.0
971,,,,,,
972,,,,162.0,75.0,87.0
973,162.0,101.0,61.0,162.0,98.0,64.0
974,105.0,53.0,52.0,161.0,71.0,90.0
975,163.0,81.0,81.0,,,
976,162.0,90.0,72.0,,,
977,,,,161.0,84.0,77.0
978,,,,162.0,60.0,102.0
979,162.0,83.0,79.0,162.0,91.0,71.0
980,129.0,53.0,76.0,100.0,50.0,50.0
981,161.0,57.0,104.0,18.0,6.0,12.0
982,,,,161.0,84.0,77.0
983,162.0,89.0,72.0,162.0,95.0,67.0
984,,,,,,
985,,,,162.0,75.0,87.0
986,162.0,101.0,61.0,162.0,98.0,64.0
987,163.0,81.0,81.0,,,
988,100.0,50.0,50.0,105.0,53.0,52.0
989,,,,161.0,84.0,77.0
990,161.0,57.0,104.0,161.0,84.0,77.0
991,162.0,95.0,67.0,,,
992,162.0,98.0,64.0,,,
993,162.0,75.0,87.0,162.0,89.0,72.0
994,,,,,,
995,18.0,6.0,12.0,162.0,101.0,61.0
996,163.0,81.0,81.0,162.0,83.0,79.0
997,,,,,,
998,162.0,60.0,102.0,162.0,91.0,71.0
999,161.0,71.0,90.0,,,
1000,100.0,50.0,50.0,105.0,53.0,52.0
1001,129.0,53.0,76.0,161.0,84.0,77.0
1002,,,,162.0,90.0,72.0
1003,161.0,57.0,104.0,161.0,84.0,77.0
1004,162.0,95.0,67.0,,,
1005,162.0,98.0,64.0,,,
1006,162.0,75.0,87.0,162.0,89.0,72.0
1007,,,,,,
1008,18.0,6.0,12.0,162.0,101.0,61.0
1009,163.0,81.0,81.0,162.0,83.0,79.0
1010,,,,,,
1011,162.0,60.0,102.0,162.0,91.0,71.0
1012,161.0,71.0,90.0,,,
1013,100.0,50.0,50.0,105.0,53.0,52.0
1014,129.0,53.0,76.0,161.0,84.0,77.0
1015,,,,162.0,90.0,72.0
1016,161.0,57.0,104.0,161.0,84.0,77.0
1017,162.0,95.0,67.0,,,
1018,162.0,98.0,64.0,,,
1019,162.0,75.0,87.0,162.0,89.0,72.0
1020,,,,,,
1021,18.0,6.0,12.0,162.0,101.0,61.0
1022,163.0,81.0,81.0,162.0,83.0,79.0
1023,,,,,,
1024,162.0,60.0,102.0,162.0,91.0,71.0
1025,161.0,71.0,90.0,,,
1026,100.0,50.0,50.0,105.0,53.0,52.0
1027,129.0,53.0,76.0,161.0,84.0,77.0
1028,,,,162.0,90.0,72.0
1029,161.0,57.0,104.0,161.0,84.0,77.0
1030,162.0,95.0,67.0,,,
1031,162.0,98.0,64.0,,,
1032,162.0,75.0,87.0,162.0,89.0,72.0
1033,,,,,,
1034,18.0,6.0,12.0,162.0,101.0,61.0
1035,163.0,81.0,81.0,163.0,85.0,77.0
1036,,,,162.0,60.0,102.0
1037,162.0,91.0,71.0,105.0,53.0,52.0
1038,161.0,71.0,90.0,162.0,90.0,72.0
1039,100.0,50.0,50.0,161.0,84.0,77.0
1040,129.0,53.0,76.0,,,
1041,,,,162.0,83.0,79.0
1042,162.0,95.0,67.0,162.0,101.0,61.0
1043,161.0,84.0,77.0,,,
1044,162.0,98.0,64.0,162.0,89.0,72.0
1045,162.0,75.0,87.0,161.0,57.0,104.0
1046,,,,,,
1047,163.0,81.0,81.0,163.0,85.0,77.0
1048,,,,162.0,60.0,102.0
1049,162.0,91.0,71.0,105.0,53.0,52.0
1050,161.0,71.0,90.0,162.0,90.0,72.0
1051,100.0,50.0,50.0,161.0,84.0,77.0
1052,129.0,53.0,76.0,,,
1053,,,,162.0,83.0,79.0
1054,162.0,95.0,67.0,162.0,101.0,61.0
1055,161.0,84.0,77.0,,,
1056,162.0,98.0,64.0,162.0,89.0,72.0
1057,162.0,75.0,87.0,161.0,57.0,104.0
1058,,,,,,
1059,18.0,6.0,12.0,,,
1060,163.0,81.0,81.0,163.0,85.0,77.0
1061,,,,162.0,60.0,102.0
1062,162.0,91.0,71.0,105.0,53.0,52.0
1063,161.0,71.0,90.0,162.0,90.0,72.0
1064,100.0,50.0,50.0,161.0,84.0,77.0
1065,129.0,53.0,76.0,,,
1066,,,,162.0,83.0,79.0
1067,162.0,95.0,67.0,162.0,101.0,61.0
1068,161.0,84.0,77.0,,,
1069,162.0,98.0,64.0,162.0,89.0,72.0
1070,162.0,75.0,87.0,161.0,57.0,104.0
1071,,,,,,
1072,18.0,6.0,12.0,,,
1073,163.0,81.0,81.0,162.0,90.0,72.0
1074,,,,105.0,53.0,52.0
1075,162.0,60.0,102.0,129.0,53.0,76.0
1076,161.0,71.0,90.0,162.0,83.0,79.0
1077,100.0,50.0,50.0,,,
1078,,,,163.0,85.0,77.0
1079,,,,162.0,75.0,87.0
1080,162.0,95.0,67.0,,,
1081,161.0,84.0,77.0,162.0,89.0,72.0
1082,162.0,98.0,64.0,161.0,57.0,104.0
1083,,,,162.0,101.0,61.0
1084,18.0,6.0,12.0,,,
1085,163.0,81.0,81.0,162.0,90.0,72.0
1086,,,,105.0,53.0,52.0
1087,162.0,60.0,102.0,129.0,53.0,76.0
1088,162.0,91.0,71.0,161.0,84.0,77.0
1089,162.0,91.0,71.0,161.0,84.0,77.0
1090,161.0,71.0,90.0,162.0,83.0,79.0
1091,100.0,50.0,50.0,,,
1092,,,,163.0,85.0,77.0
1093,,,,162.0,75.0,87.0
1094,162.0,95.0,67.0,,,
1095,161.0,84.0,77.0,162.0,89.0,72.0
1096,162.0,98.0,64.0,161.0,57.0,104.0
1097,,,,162.0,101.0,61.0
1098,18.0,6.0,12.0,,,
1099,163.0,81.0,81.0,162.0,90.0,72.0
1100,,,,105.0,53.0,52.0
1101,162.0,60.0,102.0,129.0,53.0,76.0
1102,162.0,91.0,71.0,161.0,84.0,77.0
1103,161.0,71.0,90.0,162.0,83.0,79.0
1104,100.0,50.0,50.0,,,
1105,,,,163.0,85.0,77.0
1106,,,,162.0,75.0,87.0
1107,162.0,95.0,67.0,,,
1108,161.0,84.0,77.0,162.0,89.0,72.0
1109,162.0,98.0,64.0,161.0,57.0,104.0
1110,,,,162.0,101.0,61.0
1111,18.0,6.0,12.0,,,
1112,163.0,81.0,81.0,162.0,90.0,72.0
1113,,,,105.0,53.0,52.0
1114,162.0,60.0,102.0,129.0,53.0,76.0
1115,162.0,91.0,71.0,161.0,84.0,77.0
1116,161.0,71.0,90.0,162.0,83.0,79.0
1117,100.0,50.0,50.0,,,
1118,,,,163.0,85.0,77.0
1119,,,,162.0,75.0,87.0
1120,162.0,95.0,67.0,,,
1121,162.0,98.0,64.0,161.0,57.0,104.0
1122,,,,162.0,101.0,61.0
1123,18.0,6.0,12.0,,,
1124,105.0,53.0,52.0,100.0,50.0,50.0
1125,162.0,90.0,72.0,,,
1126,161.0,84.0,77.0,129.0,53.0,76.0
1127,,,,162.0,60.0,102.0
1128,,,,,,
1129,162.0,83.0,79.0,163.0,81.0,81.0
1130,,,,18.0,6.0,12.0
1131,162.0,89.0,72.0,162.0,75.0,87.0
1132,,,,162.0,98.0,64.0
1133,161.0,84.0,77.0,161.0,57.0,104.0
1134,,,,,,
1135,162.0,101.0,61.0,162.0,95.0,67.0
1136,105.0,53.0,52.0,100.0,50.0,50.0
1137,162.0,90.0,72.0,,,
1138,161.0,84.0,77.0,129.0,53.0,76.0
1139,,,,162.0,60.0,102.0
1140,,,,,,
1141,163.0,85.0,77.0,161.0,71.0,90.0
1142,162.0,83.0,79.0,163.0,81.0,81.0
1143,,,,18.0,6.0,12.0
1144,162.0,89.0,72.0,162.0,75.0,87.0
1145,,,,162.0,98.0,64.0
1146,161.0,84.0,77.0,161.0,57.0,104.0
1147,,,,,,
1148,162.0,101.0,61.0,162.0,95.0,67.0
1149,105.0,53.0,52.0,100.0,50.0,50.0
1150,162.0,90.0,72.0,,,
1151,161.0,84.0,77.0,129.0,53.0,76.0
1152,,,,162.0,60.0,102.0
1153,,,,,,
1154,163.0,85.0,77.0,161.0,71.0,90.0
1155,162.0,83.0,79.0,163.0,81.0,81.0
1156,,,,18.0,6.0,12.0
1157,162.0,89.0,72.0,162.0,75.0,87.0
1158,,,,162.0,98.0,64.0
1159,161.0,84.0,77.0,161.0,57.0,104.0
1160,,,,,,
1161,162.0,101.0,61.0,162.0,95.0,67.0
1162,105.0,53.0,52.0,100.0,50.0,50.0
1163,162.0,90.0,72.0,,,
1164,161.0,84.0,77.0,129.0,53.0,76.0
1165,,,,162.0,60.0,102.0
1166,,,,,,
1167,163.0,85.0,77.0,161.0,71.0,90.0
1168,163.0,85.0,77.0,161.0,71.0,90.0
1169,162.0,83.0,79.0,163.0,81.0,81.0
1170,,,,18.0,6.0,12.0
1171,162.0,89.0,72.0,162.0,75.0,87.0
1172,,,,162.0,98.0,64.0
1173,,,,,,
1174,162.0,101.0,61.0,162.0,95.0,67.0
1175,105.0,53.0,52.0,,,
1176,162.0,90.0,72.0,161.0,71.0,90.0
1177,162.0,60.0,102.0,,,
1178,161.0,84.0,77.0,100.0,50.0,50.0
1179,,,,129.0,53.0,76.0
1180,163.0,85.0,77.0,163.0,81.0,81.0
1181,162.0,83.0,79.0,,,
1182,161.0,57.0,104.0,162.0,75.0,87.0
1183,,,,,,
1184,162.0,89.0,72.0,162.0,98.0,64.0
1185,,,,161.0,84.0,77.0
1186,162.0,101.0,61.0,18.0,6.0,12.0
1187,105.0,53.0,52.0,,,
1188,162.0,90.0,72.0,161.0,71.0,90.0
1189,162.0,60.0,102.0,,,
1190,161.0,84.0,77.0,100.0,50.0,50.0
1191,,,,129.0,53.0,76.0
1192,163.0,85.0,77.0,163.0,81.0,81.0
1193,162.0,83.0,79.0,,,
1194,161.0,57.0,104.0,162.0,75.0,87.0
1195,,,,,,
1196,,,,161.0,84.0,77.0
1197,,,,162.0,95.0,67.0
1198,162.0,101.0,61.0,18.0,6.0,12.0
1199,105.0,53.0,52.0,,,
1200,162.0,90.0,72.0,161.0,71.0,90.0
1201,162.0,60.0,102.0,,,
1202,161.0,84.0,77.0,100.0,50.0,50.0
1203,,,,129.0,53.0,76.0
1204,163.0,85.0,77.0,163.0,81.0,81.0
1205,162.0,83.0,79.0,,,
1206,161.0,57.0,104.0,162.0,75.0,87.0
1207,,,,,,
1208,162.0,89.0,72.0,162.0,98.0,64.0
1209,,,,161.0,84.0,77.0
1210,,,,162.0,95.0,67.0
1211,162.0,101.0,61.0,18.0,6.0,12.0
1212,105.0,53.0,52.0,,,
1213,161.0,84.0,77.0,,,
1214,129.0,53.0,76.0,162.0,60.0,102.0
1215,162.0,89.0,72.0,161.0,84.0,77.0
1216,162.0,75.0,87.0,,,
1217,,,,162.0,95.0,67.0
1218,105.0,53.0,52.0,,,
1219,162.0,90.0,72.0,163.0,81.0,81.0
1220,161.0,84.0,77.0,,,
1221,,,,100.0,50.0,50.0
1222,163.0,85.0,77.0,,,
1223,162.0,83.0,79.0,161.0,71.0,90.0
1224,129.0,53.0,76.0,162.0,60.0,102.0
1225,,,,162.0,95.0,67.0
1226,162.0,89.0,72.0,161.0,84.0,77.0
1227,162.0,75.0,87.0,,,
1228,,,,18.0,6.0,12.0
1229,162.0,101.0,61.0,,,
1230,105.0,53.0,52.0,,,
1231,162.0,90.0,72.0,163.0,81.0,81.0
1232,161.0,84.0,77.0,,,
1233,,,,100.0,50.0,50.0
1234,163.0,85.0,77.0,,,
1235,162.0,83.0,79.0,161.0,71.0,90.0
1236,129.0,53.0,76.0,162.0,60.0,102.0
1237,161.0,57.0,104.0,162.0,98.0,64.0
1238,161.0,57.0,104.0,162.0,98.0,64.0
1239,,,,162.0,95.0,67.0
1240,162.0,89.0,72.0,161.0,84.0,77.0
1241,162.0,75.0,87.0,,,
1242,,,,18.0,6.0,12.0
1243,162.0,101.0,61.0,,,
1244,105.0,53.0,52.0,,,
1245,162.0,90.0,72.0,163.0,81.0,81.0
1246,161.0,84.0,77.0,,,
1247,,,,100.0,50.0,50.0
1248,163.0,85.0,77.0,,,
1249,162.0,83.0,79.0,161.0,71.0,90.0
1250,129.0,53.0,76.0,162.0,60.0,102.0
1251,161.0,57.0,104.0,162.0,98.0,64.0
1252,,,,162.0,95.0,67.0
1253,162.0,89.0,72.0,161.0,84.0,77.0
1254,162.0,75.0,87.0,,,
1255,,,,18.0,6.0,12.0
1256,162.0,101.0,61.0,,,
1257,,,,163.0,81.0,81.0
