row,Games home manager,Wins home manager,Losses home manager,Games visiting manager,Wins visiting manager,Losses visiting manager
73782,162.0,92.0,70.0,161.0,87.0,74.0
73783,,,,162.0,86.0,76.0
73784,162.0,77.0,85.0,,,
73785,160.0,63.0,97.0,162.0,71.0,91.0
73786,,,,162.0,75.0,87.0
73787,,,,162.0,80.0,82.0
73788,162.0,102.0,60.0,162.0,78.0,84.0
73789,,,,162.0,80.0,82.0
73790,162.0,101.0,61.0,,,
73791,162.0,85.0,77.0,162.0,76.0,86.0
73792,162.0,93.0,69.0,162.0,104.0,58.0
73793,162.0,92.0,70.0,161.0,87.0,74.0
73794,,,,162.0,86.0,76.0
73795,162.0,77.0,85.0,,,
73796,,,,162.0,72.0,90.0
73797,160.0,63.0,97.0,162.0,71.0,91.0
73798,162.0,83.0,79.0,162.0,67.0,95.0
73799,,,,162.0,75.0,87.0
73800,162.0,80.0,82.0,162.0,75.0,87.0
73801,,,,162.0,80.0,82.0
73802,162.0,102.0,60.0,162.0,78.0,84.0
73803,,,,162.0,80.0,82.0
73804,162.0,101.0,61.0,,,
73805,162.0,85.0,77.0,162.0,76.0,86.0
73806,162.0,78.0,84.0,162.0,75.0,87.0
73807,162.0,93.0,69.0,162.0,104.0,58.0
73808,162.0,92.0,70.0,161.0,87.0,74.0
73809,,,,162.0,86.0,76.0
73810,162.0,77.0,85.0,,,
73811,,,,162.0,72.0,90.0
73812,160.0,63.0,97.0,162.0,71.0,91.0
73813,162.0,83.0,79.0,162.0,67.0,95.0
73814,,,,162.0,75.0,87.0
73815,162.0,80.0,82.0,162.0,75.0,87.0
73816,,,,162.0,80.0,82.0
73817,162.0,102.0,60.0,162.0,78.0,84.0
73818,,,,162.0,80.0,82.0
73819,162.0,101.0,61.0,,,
73820,162.0,85.0,77.0,162.0,76.0,86.0
73821,162.0,78.0,84.0,162.0,75.0,87.0
73822,162.0,93.0,69.0,162.0,104.0,58.0
73823,,,,162.0,72.0,90.0
73824,,,,162.0,75.0,87.0
73825,162.0,80.0,82.0,162.0,75.0,87.0
73826,162.0,67.0,95.0,162.0,85.0,77.0
73827,162.0,102.0,60.0,162.0,76.0,86.0
73828,162.0,102.0,60.0,162.0,76.0,86.0
73829,162.0,101.0,61.0,,,
73830,162.0,80.0,82.0,,,
73831,162.0,78.0,84.0,162.0,75.0,87.0
73832,162.0,78.0,84.0,,,
73833,162.0,93.0,69.0,162.0,101.0,61.0
73834,162.0,72.0,90.0,160.0,63.0,97.0
73835,,,,162.0,77.0,85.0
73836,162.0,86.0,76.0,162.0,75.0,87.0
73837,,,,161.0,87.0,74.0
73838,162.0,71.0,91.0,162.0,104.0,58.0
73839,162.0,83.0,79.0,162.0,92.0,70.0
73840,,,,,,
73841,162.0,67.0,95.0,162.0,85.0,77.0
73842,162.0,80.0,82.0,,,
73843,,,,162.0,102.0,60.0
73844,162.0,75.0,87.0,162.0,75.0,87.0
73845,162.0,78.0,84.0,162.0,80.0,82.0
73846,162.0,80.0,82.0,162.0,76.0,86.0
73847,162.0,78.0,84.0,,,
73848,162.0,93.0,69.0,162.0,101.0,61.0
73849,162.0,72.0,90.0,160.0,63.0,97.0
73850,,,,162.0,77.0,85.0
73851,162.0,86.0,76.0,162.0,75.0,87.0
73852,,,,161.0,87.0,74.0
73853,162.0,71.0,91.0,162.0,104.0,58.0
73854,162.0,83.0,79.0,162.0,92.0,70.0
73855,,,,,,
73856,162.0,67.0,95.0,162.0,85.0,77.0
73857,162.0,80.0,82.0,,,
73858,,,,162.0,102.0,60.0
73859,162.0,75.0,87.0,162.0,75.0,87.0
73860,162.0,78.0,84.0,162.0,80.0,82.0
73861,162.0,80.0,82.0,162.0,76.0,86.0
73862,162.0,78.0,84.0,,,
73863,162.0,93.0,69.0,162.0,101.0,61.0
73864,162.0,72.0,90.0,160.0,63.0,97.0
73865,,,,162.0,77.0,85.0
73866,162.0,86.0,76.0,162.0,75.0,87.0
73867,,,,161.0,87.0,74.0
73868,162.0,71.0,91.0,162.0,104.0,58.0
73869,162.0,83.0,79.0,162.0,92.0,70.0
73870,,,,,,
73871,162.0,67.0,95.0,162.0,85.0,77.0
73872,162.0,80.0,82.0,,,
73873,,,,162.0,102.0,60.0
73874,162.0,75.0,87.0,162.0,75.0,87.0
73875,162.0,78.0,84.0,162.0,80.0,82.0
73876,162.0,80.0,82.0,162.0,76.0,86.0
73877,162.0,78.0,84.0,,,
73878,162.0,92.0,70.0,162.0,77.0,85.0
73879,,,,,,
73880,,,,160.0,63.0,97.0
73881,162.0,71.0,91.0,,,
73882,162.0,83.0,79.0,162.0,85.0,77.0
73883,162.0,75.0,87.0,162.0,101.0,61.0
73884,162.0,78.0,84.0,,,
73885,162.0,92.0,70.0,162.0,77.0,85.0
73886,,,,,,
73887,161.0,87.0,74.0,162.0,80.0,82.0
73888,162.0,104.0,58.0,162.0,93.0,69.0
73889,162.0,86.0,76.0,162.0,102.0,60.0
73890,,,,160.0,63.0,97.0
73891,162.0,71.0,91.0,,,
73892,162.0,83.0,79.0,162.0,85.0,77.0
73893,162.0,75.0,87.0,162.0,80.0,82.0
73894,162.0,67.0,95.0,162.0,75.0,87.0
73895,,,,,,
73896,162.0,75.0,87.0,162.0,101.0,61.0
73897,162.0,80.0,82.0,162.0,72.0,90.0
73898,162.0,78.0,84.0,,,
73899,162.0,76.0,86.0,162.0,78.0,84.0
73900,162.0,92.0,70.0,162.0,77.0,85.0
73901,,,,,,
73902,161.0,87.0,74.0,162.0,80.0,82.0
73903,162.0,104.0,58.0,162.0,93.0,69.0
73904,162.0,86.0,76.0,162.0,102.0,60.0
73905,,,,160.0,63.0,97.0
73906,162.0,71.0,91.0,,,
73907,162.0,75.0,87.0,162.0,80.0,82.0
73908,162.0,67.0,95.0,162.0,75.0,87.0
73909,,,,,,
73910,162.0,75.0,87.0,162.0,101.0,61.0
73911,162.0,80.0,82.0,162.0,72.0,90.0
73912,162.0,78.0,84.0,,,
73913,162.0,76.0,86.0,162.0,78.0,84.0
73914,162.0,93.0,69.0,,,
73915,161.0,87.0,74.0,162.0,86.0,76.0
73916,162.0,104.0,58.0,,,
73917,162.0,77.0,85.0,162.0,72.0,90.0
73918,,,,160.0,63.0,97.0
73919,162.0,71.0,91.0,162.0,83.0,79.0
73920,162.0,80.0,82.0,162.0,85.0,77.0
73921,162.0,75.0,87.0,162.0,80.0,82.0
73922,,,,,,
73923,162.0,76.0,86.0,162.0,78.0,84.0
73924,162.0,93.0,69.0,,,
73925,162.0,92.0,70.0,162.0,67.0,95.0
73926,161.0,87.0,74.0,162.0,86.0,76.0
73927,162.0,104.0,58.0,,,
73928,162.0,77.0,85.0,162.0,72.0,90.0
73929,,,,,,
73930,162.0,75.0,87.0,160.0,63.0,97.0
73931,162.0,71.0,91.0,162.0,83.0,79.0
73932,162.0,80.0,82.0,162.0,85.0,77.0
73933,162.0,75.0,87.0,162.0,80.0,82.0
73934,162.0,102.0,60.0,162.0,80.0,82.0
73935,162.0,101.0,61.0,162.0,78.0,84.0
73936,,,,162.0,75.0,87.0
73937,162.0,76.0,86.0,,,
73938,162.0,93.0,69.0,,,
73939,162.0,92.0,70.0,162.0,67.0,95.0
73940,161.0,87.0,74.0,162.0,86.0,76.0
73941,162.0,104.0,58.0,,,
73942,162.0,77.0,85.0,162.0,72.0,90.0
73943,162.0,75.0,87.0,160.0,63.0,97.0
73944,162.0,71.0,91.0,162.0,83.0,79.0
73945,162.0,80.0,82.0,162.0,85.0,77.0
73946,162.0,75.0,87.0,162.0,80.0,82.0
73947,162.0,75.0,87.0,162.0,80.0,82.0
73948,162.0,102.0,60.0,162.0,80.0,82.0
73949,,,,162.0,78.0,84.0
73950,,,,162.0,78.0,84.0
73951,162.0,101.0,61.0,162.0,78.0,84.0
73952,,,,162.0,75.0,87.0
73953,162.0,76.0,86.0,,,
73954,162.0,93.0,69.0,,,
73955,162.0,92.0,70.0,162.0,67.0,95.0
73956,161.0,87.0,74.0,162.0,86.0,76.0
73957,162.0,104.0,58.0,,,
73958,162.0,77.0,85.0,162.0,72.0,90.0
73959,,,,,,
73960,162.0,75.0,87.0,160.0,63.0,97.0
73961,162.0,71.0,91.0,162.0,83.0,79.0
73962,162.0,80.0,82.0,162.0,85.0,77.0
73963,162.0,75.0,87.0,162.0,80.0,82.0
73964,162.0,102.0,60.0,162.0,80.0,82.0
73965,,,,162.0,78.0,84.0
73966,162.0,101.0,61.0,162.0,78.0,84.0
73967,,,,162.0,75.0,87.0
73968,162.0,76.0,86.0,,,
73969,162.0,93.0,69.0,162.0,86.0,76.0
73970,162.0,92.0,70.0,162.0,72.0,90.0
73971,162.0,71.0,91.0,161.0,87.0,74.0
73972,160.0,63.0,97.0,,,
73973,162.0,80.0,82.0,162.0,101.0,61.0
73974,,,,162.0,75.0,87.0
73975,,,,162.0,102.0,60.0
73976,162.0,80.0,82.0,162.0,80.0,82.0
73977,162.0,85.0,77.0,162.0,78.0,84.0
73978,162.0,93.0,69.0,162.0,86.0,76.0
73979,162.0,72.0,90.0,162.0,92.0,70.0
73980,162.0,77.0,85.0,162.0,104.0,58.0
73981,,,,162.0,76.0,86.0
73982,162.0,75.0,87.0,162.0,67.0,95.0
73983,162.0,71.0,91.0,161.0,87.0,74.0
73984,160.0,63.0,97.0,,,
73985,162.0,80.0,82.0,162.0,101.0,61.0
73986,,,,162.0,75.0,87.0
73987,,,,162.0,102.0,60.0
73988,162.0,80.0,82.0,162.0,80.0,82.0
73989,162.0,85.0,77.0,162.0,83.0,79.0
73990,162.0,78.0,84.0,162.0,78.0,84.0
73991,162.0,93.0,69.0,162.0,86.0,76.0
73992,162.0,72.0,90.0,162.0,92.0,70.0
73993,162.0,77.0,85.0,162.0,104.0,58.0
73994,,,,162.0,76.0,86.0
73995,162.0,75.0,87.0,162.0,67.0,95.0
73996,160.0,63.0,97.0,,,
73997,162.0,80.0,82.0,162.0,101.0,61.0
73998,162.0,75.0,87.0,,,
73999,,,,162.0,75.0,87.0
74000,,,,162.0,102.0,60.0
74001,162.0,80.0,82.0,162.0,80.0,82.0
74002,162.0,85.0,77.0,162.0,83.0,79.0
74003,162.0,78.0,84.0,162.0,78.0,84.0
74004,162.0,77.0,85.0,162.0,104.0,58.0
74005,162.0,75.0,87.0,162.0,71.0,91.0
74006,160.0,63.0,97.0,161.0,87.0,74.0
74007,162.0,83.0,79.0,,,
74008,162.0,80.0,82.0,162.0,80.0,82.0
74009,,,,162.0,75.0,87.0
74010,162.0,67.0,95.0,162.0,78.0,84.0
74011,162.0,78.0,84.0,,,
74012,162.0,76.0,86.0,162.0,75.0,87.0
74013,162.0,72.0,90.0,162.0,77.0,85.0
74014,,,,162.0,92.0,70.0
74015,,,,162.0,93.0,69.0
74016,162.0,75.0,87.0,162.0,71.0,91.0
74017,160.0,63.0,97.0,161.0,87.0,74.0
74018,162.0,80.0,82.0,162.0,80.0,82.0
74019,,,,162.0,75.0,87.0
74020,162.0,67.0,95.0,162.0,78.0,84.0
74021,162.0,101.0,61.0,162.0,102.0,60.0
74022,162.0,80.0,82.0,,,
74023,162.0,85.0,77.0,162.0,86.0,76.0
74024,162.0,78.0,84.0,,,
74025,162.0,76.0,86.0,162.0,75.0,87.0
74026,162.0,72.0,90.0,162.0,77.0,85.0
74027,,,,162.0,92.0,70.0
74028,,,,162.0,92.0,70.0
74029,,,,162.0,93.0,69.0
74030,162.0,75.0,87.0,162.0,71.0,91.0
74031,160.0,63.0,97.0,161.0,87.0,74.0
74032,162.0,83.0,79.0,,,
74033,,,,162.0,104.0,58.0
74034,,,,162.0,104.0,58.0
74035,162.0,80.0,82.0,162.0,80.0,82.0
74036,,,,162.0,75.0,87.0
74037,162.0,67.0,95.0,162.0,78.0,84.0
74038,162.0,101.0,61.0,162.0,102.0,60.0
74039,162.0,80.0,82.0,,,
74040,162.0,85.0,77.0,162.0,86.0,76.0
74041,162.0,78.0,84.0,,,
74042,162.0,76.0,86.0,162.0,75.0,87.0
74043,162.0,72.0,90.0,162.0,77.0,85.0
74044,,,,162.0,92.0,70.0
74045,,,,162.0,93.0,69.0
74046,162.0,75.0,87.0,162.0,71.0,91.0
74047,160.0,63.0,97.0,161.0,87.0,74.0
74048,162.0,83.0,79.0,,,
74049,,,,162.0,104.0,58.0
74050,162.0,80.0,82.0,162.0,80.0,82.0
74051,,,,162.0,75.0,87.0
74052,162.0,67.0,95.0,162.0,78.0,84.0
74053,162.0,101.0,61.0,162.0,102.0,60.0
74054,162.0,80.0,82.0,,,
74055,162.0,85.0,77.0,162.0,86.0,76.0
74056,162.0,78.0,84.0,,,
74057,162.0,76.0,86.0,162.0,75.0,87.0
74058,162.0,104.0,58.0,161.0,87.0,74.0
74059,162.0,86.0,76.0,162.0,93.0,69.0
74060,,,,162.0,77.0,85.0
74061,,,,162.0,72.0,90.0
74062,162.0,83.0,79.0,162.0,80.0,82.0
74063,,,,162.0,71.0,91.0
74064,162.0,67.0,95.0,162.0,75.0,87.0
74065,162.0,85.0,77.0,,,
74066,162.0,78.0,84.0,,,
74067,162.0,92.0,70.0,162.0,102.0,60.0
74068,,,,162.0,75.0,87.0
74069,162.0,104.0,58.0,161.0,87.0,74.0
74070,162.0,86.0,76.0,162.0,93.0,69.0
74071,,,,162.0,77.0,85.0
74072,,,,162.0,72.0,90.0
74073,162.0,83.0,79.0,162.0,80.0,82.0
74074,,,,162.0,71.0,91.0
74075,162.0,67.0,95.0,162.0,75.0,87.0
74076,162.0,101.0,61.0,160.0,63.0,97.0
74077,162.0,85.0,77.0,,,
74078,162.0,75.0,87.0,162.0,78.0,84.0
74079,162.0,80.0,82.0,,,
74080,162.0,78.0,84.0,,,
74081,162.0,76.0,86.0,162.0,80.0,82.0
74082,162.0,92.0,70.0,162.0,102.0,60.0
74083,,,,162.0,75.0,87.0
74084,162.0,104.0,58.0,161.0,87.0,74.0
74085,162.0,86.0,76.0,162.0,93.0,69.0
74086,,,,162.0,77.0,85.0
74087,,,,162.0,72.0,90.0
74088,162.0,83.0,79.0,162.0,80.0,82.0
74089,,,,162.0,71.0,91.0
74090,162.0,67.0,95.0,162.0,75.0,87.0
74091,162.0,101.0,61.0,160.0,63.0,97.0
74092,162.0,85.0,77.0,,,
74093,162.0,75.0,87.0,162.0,78.0,84.0
74094,162.0,80.0,82.0,,,
74095,162.0,78.0,84.0,,,
74096,162.0,76.0,86.0,162.0,80.0,82.0
74097,,,,162.0,75.0,87.0
74098,162.0,86.0,76.0,,,
74099,162.0,67.0,95.0,162.0,75.0,87.0
74100,162.0,102.0,60.0,162.0,101.0,61.0
74101,162.0,75.0,87.0,162.0,78.0,84.0
74102,162.0,80.0,82.0,,,
74103,162.0,78.0,84.0,162.0,80.0,82.0
74104,162.0,76.0,86.0,162.0,80.0,82.0
74105,162.0,92.0,70.0,160.0,63.0,97.0
74106,161.0,87.0,74.0,,,
74107,162.0,104.0,58.0,162.0,71.0,91.0
74108,162.0,77.0,85.0,,,
74109,162.0,86.0,76.0,,,
74110,,,,162.0,76.0,86.0
74111,162.0,75.0,87.0,162.0,83.0,79.0
74112,,,,162.0,72.0,90.0
74113,162.0,102.0,60.0,162.0,101.0,61.0
74114,,,,162.0,67.0,95.0
74115,,,,162.0,80.0,82.0
74116,162.0,75.0,87.0,162.0,93.0,69.0
74117,162.0,78.0,84.0,162.0,85.0,77.0
74118,162.0,80.0,82.0,162.0,75.0,87.0
74119,162.0,78.0,84.0,162.0,80.0,82.0
74120,162.0,92.0,70.0,160.0,63.0,97.0
74121,161.0,87.0,74.0,,,
74122,162.0,104.0,58.0,162.0,71.0,91.0
74123,162.0,77.0,85.0,,,
74124,162.0,86.0,76.0,,,
74125,,,,162.0,76.0,86.0
74126,162.0,75.0,87.0,162.0,83.0,79.0
74127,,,,162.0,72.0,90.0
74128,162.0,102.0,60.0,162.0,101.0,61.0
74129,,,,162.0,67.0,95.0
74130,,,,162.0,80.0,82.0
74131,162.0,75.0,87.0,162.0,93.0,69.0
74132,162.0,78.0,84.0,162.0,85.0,77.0
74133,162.0,80.0,82.0,162.0,75.0,87.0
74134,162.0,78.0,84.0,162.0,80.0,82.0
74135,162.0,92.0,70.0,160.0,63.0,97.0
74136,161.0,87.0,74.0,,,
74137,162.0,104.0,58.0,162.0,71.0,91.0
74138,162.0,77.0,85.0,,,
74139,162.0,86.0,76.0,,,
74140,,,,162.0,76.0,86.0
74141,162.0,75.0,87.0,162.0,83.0,79.0
74142,,,,162.0,72.0,90.0
74143,162.0,102.0,60.0,162.0,101.0,61.0
74144,,,,162.0,67.0,95.0
74145,,,,162.0,80.0,82.0
74146,162.0,75.0,87.0,162.0,93.0,69.0
74147,162.0,78.0,84.0,162.0,85.0,77.0
74148,162.0,80.0,82.0,162.0,75.0,87.0
74149,162.0,78.0,84.0,162.0,80.0,82.0
74150,162.0,93.0,69.0,,,
74151,162.0,72.0,90.0,,,
74152,162.0,72.0,90.0,,,
74153,161.0,87.0,74.0,160.0,63.0,97.0
74154,162.0,104.0,58.0,,,
74155,162.0,86.0,76.0,162.0,83.0,79.0
74156,162.0,75.0,87.0,162.0,92.0,70.0
74157,162.0,71.0,91.0,162.0,77.0,85.0
74158,162.0,75.0,87.0,,,
74159,,,,162.0,76.0,86.0
74160,162.0,102.0,60.0,162.0,67.0,95.0
74161,,,,162.0,80.0,82.0
74162,162.0,80.0,82.0,162.0,85.0,77.0
74163,,,,162.0,101.0,61.0
74164,162.0,75.0,87.0,162.0,80.0,82.0
74165,162.0,78.0,84.0,162.0,78.0,84.0
74166,162.0,93.0,69.0,,,
74167,162.0,72.0,90.0,,,
74168,161.0,87.0,74.0,160.0,63.0,97.0
74169,162.0,104.0,58.0,,,
74170,162.0,86.0,76.0,162.0,83.0,79.0
74171,162.0,75.0,87.0,162.0,92.0,70.0
74172,162.0,71.0,91.0,162.0,77.0,85.0
74173,162.0,75.0,87.0,,,
74174,,,,162.0,76.0,86.0
74175,162.0,102.0,60.0,162.0,67.0,95.0
74176,,,,162.0,80.0,82.0
74177,162.0,80.0,82.0,162.0,85.0,77.0
74178,,,,162.0,101.0,61.0
74179,162.0,75.0,87.0,162.0,80.0,82.0
74180,162.0,78.0,84.0,162.0,78.0,84.0
74181,162.0,93.0,69.0,,,
74182,162.0,72.0,90.0,,,
74183,161.0,87.0,74.0,160.0,63.0,97.0
74184,162.0,104.0,58.0,,,
74185,162.0,86.0,76.0,162.0,83.0,79.0
74186,162.0,75.0,87.0,162.0,92.0,70.0
74187,162.0,71.0,91.0,162.0,77.0,85.0
74188,162.0,75.0,87.0,,,
74189,,,,162.0,76.0,86.0
74190,162.0,102.0,60.0,162.0,67.0,95.0
74191,,,,162.0,80.0,82.0
74192,162.0,80.0,82.0,162.0,85.0,77.0
74193,,,,162.0,101.0,61.0
74194,162.0,75.0,87.0,162.0,80.0,82.0
74195,162.0,78.0,84.0,162.0,78.0,84.0
74196,162.0,72.0,90.0,,,
74197,162.0,104.0,58.0,,,
74198,,,,162.0,92.0,70.0
74199,162.0,71.0,91.0,162.0,77.0,85.0
74200,162.0,83.0,79.0,162.0,75.0,87.0
74201,162.0,101.0,61.0,,,
74202,162.0,85.0,77.0,162.0,102.0,60.0
74203,162.0,75.0,87.0,162.0,80.0,82.0
74204,162.0,78.0,84.0,162.0,78.0,84.0
74205,162.0,93.0,69.0,162.0,77.0,85.0
74206,162.0,72.0,90.0,,,
74207,161.0,87.0,74.0,162.0,104.0,58.0
74208,,,,162.0,92.0,70.0
74209,162.0,71.0,91.0,,,
74210,160.0,63.0,97.0,,,
74211,162.0,83.0,79.0,162.0,75.0,87.0
74212,162.0,80.0,82.0,162.0,78.0,84.0
74213,162.0,75.0,87.0,,,
74214,162.0,67.0,95.0,162.0,86.0,76.0
74215,,,,162.0,76.0,86.0
74216,162.0,101.0,61.0,,,
74217,162.0,80.0,82.0,162.0,75.0,87.0
74218,162.0,85.0,77.0,162.0,102.0,60.0
74219,162.0,78.0,84.0,162.0,80.0,82.0
74220,162.0,93.0,69.0,162.0,77.0,85.0
74221,162.0,72.0,90.0,,,
74222,161.0,87.0,74.0,162.0,104.0,58.0
74223,,,,162.0,92.0,70.0
74224,162.0,71.0,91.0,,,
74225,160.0,63.0,97.0,,,
74226,162.0,83.0,79.0,162.0,75.0,87.0
74227,162.0,80.0,82.0,162.0,78.0,84.0
74228,162.0,75.0,87.0,,,
74229,162.0,67.0,95.0,162.0,86.0,76.0
74230,,,,162.0,76.0,86.0
74231,162.0,101.0,61.0,,,
74232,162.0,80.0,82.0,162.0,75.0,87.0
74233,162.0,85.0,77.0,162.0,102.0,60.0
74234,162.0,78.0,84.0,162.0,80.0,82.0
74235,162.0,93.0,69.0,162.0,77.0,85.0
74236,162.0,72.0,90.0,,,
74237,161.0,87.0,74.0,162.0,104.0,58.0
74238,,,,162.0,92.0,70.0
74239,162.0,71.0,91.0,,,
74240,160.0,63.0,97.0,,,
74241,162.0,83.0,79.0,162.0,75.0,87.0
74242,162.0,80.0,82.0,162.0,78.0,84.0
74243,162.0,67.0,95.0,162.0,86.0,76.0
74244,,,,162.0,76.0,86.0
74245,162.0,101.0,61.0,,,
74246,162.0,80.0,82.0,162.0,75.0,87.0
74247,162.0,85.0,77.0,162.0,102.0,60.0
74248,162.0,78.0,84.0,162.0,80.0,82.0
74249,162.0,71.0,91.0,162.0,72.0,90.0
74250,160.0,63.0,97.0,162.0,93.0,69.0
74251,162.0,80.0,82.0,162.0,80.0,82.0
74252,,,,,,
74253,,,,,,
74254,162.0,92.0,70.0,,,
74255,,,,161.0,87.0,74.0
74256,,,,162.0,75.0,87.0
74257,162.0,75.0,87.0,162.0,104.0,58.0
74258,162.0,71.0,91.0,162.0,72.0,90.0
74259,160.0,63.0,97.0,162.0,93.0,69.0
74260,162.0,83.0,79.0,162.0,77.0,85.0
74261,,,,162.0,80.0,82.0
74262,162.0,80.0,82.0,162.0,80.0,82.0
74263,,,,,,
74264,162.0,102.0,60.0,162.0,86.0,76.0
74265,162.0,101.0,61.0,162.0,78.0,84.0
74266,162.0,85.0,77.0,162.0,67.0,95.0
74267,162.0,85.0,77.0,162.0,67.0,95.0
74268,162.0,78.0,84.0,162.0,75.0,87.0
74269,162.0,76.0,86.0,,,
74270,162.0,92.0,70.0,,,
74271,,,,161.0,87.0,74.0
74272,,,,162.0,75.0,87.0
74273,162.0,75.0,87.0,162.0,104.0,58.0
74274,162.0,71.0,91.0,162.0,72.0,90.0
74275,160.0,63.0,97.0,162.0,93.0,69.0
74276,162.0,83.0,79.0,162.0,77.0,85.0
74277,,,,162.0,80.0,82.0
74278,162.0,80.0,82.0,162.0,80.0,82.0
74279,,,,,,
74280,162.0,102.0,60.0,162.0,86.0,76.0
74281,162.0,101.0,61.0,162.0,78.0,84.0
74282,162.0,85.0,77.0,162.0,67.0,95.0
74283,162.0,78.0,84.0,162.0,75.0,87.0
74284,162.0,76.0,86.0,,,
74285,162.0,92.0,70.0,,,
74286,,,,161.0,87.0,74.0
74287,162.0,75.0,87.0,162.0,104.0,58.0
74288,162.0,83.0,79.0,162.0,77.0,85.0
74289,,,,,,
74290,162.0,85.0,77.0,162.0,67.0,95.0
74291,162.0,75.0,87.0,162.0,80.0,82.0
74292,162.0,80.0,82.0,162.0,78.0,84.0
74293,162.0,78.0,84.0,162.0,101.0,61.0
74294,162.0,76.0,86.0,162.0,75.0,87.0
74295,162.0,92.0,70.0,162.0,75.0,87.0
74296,,,,162.0,83.0,79.0
74297,161.0,87.0,74.0,162.0,93.0,69.0
74298,162.0,104.0,58.0,162.0,72.0,90.0
74299,162.0,77.0,85.0,162.0,71.0,91.0
74300,,,,,,
74301,,,,162.0,86.0,76.0
74302,,,,160.0,63.0,97.0
74303,,,,162.0,67.0,95.0
74304,,,,162.0,102.0,60.0
74305,162.0,85.0,77.0,162.0,80.0,82.0
74306,162.0,75.0,87.0,162.0,80.0,82.0
74307,162.0,80.0,82.0,162.0,78.0,84.0
74308,162.0,78.0,84.0,162.0,101.0,61.0
74309,162.0,76.0,86.0,162.0,75.0,87.0
74310,162.0,92.0,70.0,162.0,75.0,87.0
74311,,,,162.0,83.0,79.0
74312,161.0,87.0,74.0,162.0,93.0,69.0
74313,162.0,104.0,58.0,162.0,72.0,90.0
74314,162.0,77.0,85.0,162.0,71.0,91.0
74315,,,,,,
74316,,,,162.0,86.0,76.0
74317,,,,160.0,63.0,97.0
74318,,,,162.0,67.0,95.0
74319,,,,162.0,102.0,60.0
74320,162.0,85.0,77.0,162.0,80.0,82.0
74321,162.0,75.0,87.0,162.0,80.0,82.0
74322,162.0,80.0,82.0,162.0,78.0,84.0
74323,162.0,78.0,84.0,162.0,101.0,61.0
74324,162.0,76.0,86.0,162.0,75.0,87.0
74325,162.0,92.0,70.0,162.0,75.0,87.0
74326,,,,162.0,83.0,79.0
74327,161.0,87.0,74.0,162.0,93.0,69.0
74328,162.0,104.0,58.0,162.0,72.0,90.0
74329,162.0,77.0,85.0,162.0,71.0,91.0
74330,,,,,,
74331,,,,162.0,86.0,76.0
74332,,,,160.0,63.0,97.0
74333,,,,162.0,67.0,95.0
74334,,,,162.0,102.0,60.0
74335,162.0,85.0,77.0,162.0,80.0,82.0
74336,162.0,75.0,87.0,162.0,80.0,82.0
74337,162.0,80.0,82.0,162.0,78.0,84.0
74338,162.0,78.0,84.0,162.0,101.0,61.0
74339,162.0,76.0,86.0,162.0,75.0,87.0
74340,162.0,93.0,69.0,162.0,75.0,87.0
74341,162.0,77.0,85.0,160.0,63.0,97.0
74342,162.0,86.0,76.0,162.0,92.0,70.0
74343,162.0,83.0,79.0,162.0,71.0,91.0
74344,162.0,75.0,87.0,,,
74345,162.0,67.0,95.0,162.0,102.0,60.0
74346,162.0,78.0,84.0,162.0,80.0,82.0
74347,162.0,80.0,82.0,162.0,76.0,86.0
74348,162.0,93.0,69.0,162.0,75.0,87.0
74349,162.0,72.0,90.0,,,
74350,162.0,104.0,58.0,162.0,78.0,84.0
74351,162.0,77.0,85.0,160.0,63.0,97.0
74352,162.0,86.0,76.0,162.0,92.0,70.0
74353,,,,161.0,87.0,74.0
74354,162.0,83.0,79.0,162.0,71.0,91.0
74355,162.0,75.0,87.0,,,
74356,162.0,67.0,95.0,162.0,102.0,60.0
74357,,,,162.0,85.0,77.0
74358,162.0,80.0,82.0,,,
74359,,,,,,
74360,162.0,75.0,87.0,162.0,101.0,61.0
74361,162.0,78.0,84.0,162.0,80.0,82.0
74362,162.0,80.0,82.0,162.0,76.0,86.0
74363,162.0,93.0,69.0,162.0,75.0,87.0
74364,162.0,72.0,90.0,,,
74365,162.0,104.0,58.0,162.0,78.0,84.0
74366,162.0,77.0,85.0,160.0,63.0,97.0
74367,162.0,86.0,76.0,162.0,92.0,70.0
74368,,,,161.0,87.0,74.0
74369,162.0,83.0,79.0,162.0,71.0,91.0
74370,162.0,75.0,87.0,,,
74371,162.0,67.0,95.0,162.0,102.0,60.0
74372,,,,162.0,85.0,77.0
74373,162.0,80.0,82.0,,,
74374,,,,,,
74375,162.0,75.0,87.0,162.0,101.0,61.0
74376,162.0,78.0,84.0,162.0,80.0,82.0
74377,162.0,80.0,82.0,162.0,76.0,86.0
74378,162.0,93.0,69.0,,,
74379,162.0,72.0,90.0,162.0,71.0,91.0
74380,162.0,77.0,85.0,160.0,63.0,97.0
74381,,,,161.0,87.0,74.0
74382,162.0,67.0,95.0,162.0,102.0,60.0
74383,,,,162.0,85.0,77.0
74384,,,,162.0,80.0,82.0
74385,162.0,75.0,87.0,162.0,101.0,61.0
74386,162.0,78.0,84.0,,,
74387,162.0,93.0,69.0,,,
74388,162.0,72.0,90.0,162.0,71.0,91.0
74389,162.0,104.0,58.0,160.0,63.0,97.0
74390,162.0,86.0,76.0,,,
74391,162.0,75.0,87.0,,,
